"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"257150","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Iamia",NA
"533436","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Iamia",NA
"593462","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Iamia",NA
"261988","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Iamia",NA
"343298","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Iamiaceae","Iamia",NA
"509223","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"245241","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"63126","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"253229","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"244549","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"125157","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"254262","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"575662","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"212039","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"563192","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"570504","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"271012","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"160171","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"572076","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"270810","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"588530","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"150770","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"161639","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"550158","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"550926","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"589088","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"310346","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"325555","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"563246","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"509624","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"106504","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"298250","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"276603","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"554927","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"581081","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"140384","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"354357","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"526161","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"236395","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"282746","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"113190","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","CL500-29",NA,NA
"221218","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"161665","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"245969","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"161090","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"548077","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"232306","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"11398","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"229896","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"160517","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiaceae",NA,NA
"269564","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","Acidimicrobiaceae",NA,NA
"156849","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"512880","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"159923","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"113475","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"11396","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"211564","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"263760","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"253790","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"539421","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales",NA,NA,NA
"256498","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"529793","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"84258","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"562659","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"236284","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"279158","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"594448","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"243610","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"100157","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"255449","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"223447","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"348524","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"580487","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"534805","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"559205","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"350536","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"156323","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"281116","Bacteria","Actinobacteria","Actinobacteria","Acidimicrobiales","EB1017",NA,NA
"585361","Bacteria","Actinobacteria","Actinobacteria","Euzebiales","Euzebiaceae","Euzebia",NA
"48363","Bacteria","Actinobacteria","Actinobacteria","Euzebiales","Euzebiaceae","Euzebia",NA
"354168","Bacteria","Actinobacteria","Actinobacteria","Euzebiales","Euzebiaceae","Euzebia",NA
"248375","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"577683","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"55589","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"248619","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"215928","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"224718","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"574576","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"128299","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"247022","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"555635","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"137747","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"512169","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"210792","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"253573","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"581739","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"256950","Bacteria","Actinobacteria","Actinobacteria","0319-7L14",NA,NA,NA
"141216","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"591604","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"236303","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"584134","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"111386","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"72811","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"12029","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinomadura","Actinomaduravinacea"
"576085","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinomadura","Actinomaduravinacea"
"168232","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinomadura",NA
"104948","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinomadura","Actinomaduraformosensis"
"105867","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinomadura",NA
"38367","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinomadura",NA
"246769","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinocorallia","Actinocorallialibanotica"
"63691","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae",NA,NA
"89696","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Nocardiopsaceae","Nocardiopsis","Nocardiopsisdassonvillei"
"589503","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Thermomonosporaceae","Actinoallomurus","Actinoallomurusiriomotensis"
"337753","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Nonomuraea",NA
"108281","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Acrocarpospora",NA
"12151","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Microbispora","Microbisporarosea"
"243267","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Streptosporangium",NA
"249700","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Streptosporangium",NA
"340849","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae",NA,NA
"40820","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae",NA,NA
"181053","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Streptosporangiaceae","Sphaerisporangium",NA
"203722","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"334140","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"136417","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"525863","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"250813","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"246169","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"269352","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"526038","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales",NA,NA,NA
"89337","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinoalloteichus",NA
"535545","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinoalloteichus",NA
"160968","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharopolyspora",NA
"214752","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolysporaerythraea"
"214049","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharopolyspora",NA
"268513","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharopolyspora",NA
"154705","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharopolyspora","Saccharopolysporahirsuta"
"154591","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae",NA,NA
"265971","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae",NA,NA
"12702","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae",NA,NA
"533172","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsisthermoflava"
"104427","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",NA
"257287","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",NA
"91993","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",NA
"310095","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",NA
"588889","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",NA
"534213","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",NA
"85001","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",NA
"54677","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis","Amycolatopsislactamdurans"
"37332","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Amycolatopsis",NA
"549001","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Prauserella",NA
"542752","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharomonospora",NA
"13013","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Saccharomonospora","Saccharomonosporaviridis"
"59268","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae",NA,NA
"572368","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae",NA,NA
"113711","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae",NA,NA
"555033","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae",NA,NA
"158633","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora",NA
"169832","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Actinomycetospora",NA
"12919","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"327290","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"279920","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"533011","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"31830","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardiayunnanensis"
"44587","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"590285","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"223819","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"66811","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"85863","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardiasulfidoxydans"
"175954","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardiahalophobica"
"12913","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia","Pseudonocardiahalophobica"
"216469","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"238182","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"138207","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"12926","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"35860","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"518306","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"42025","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Pseudonocardia",NA
"133017","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Goodfellowiella","Goodfellowiellacoeruleoviolacea"
"12988","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Pseudonocardiaceae","Crossiella",NA
"12989","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae","Kutzneria",NA
"12978","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae",NA,NA
"359454","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae",NA,NA
"261512","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae",NA,NA
"12980","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae",NA,NA
"12970","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae","Saccharothrix","Saccharothrixtexasensis"
"12984","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae",NA,NA
"57769","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae","Kibdelosporangium",NA
"246206","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae","Actinokineospora","Actinokineosporadiospyrosa"
"33829","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae","Actinokineospora","Actinokineosporadiospyrosa"
"12979","Bacteria","Actinobacteria","Actinobacteria","Actinomycetales","Actinosynnemataceae","Actinokineospora","Actinokineosporadiospyrosa"
