"","CL3","CC1","SV1","M31Fcsw","M11Fcsw","M31Plmr","M11Plmr","F21Plmr","M31Tong","M11Tong","LMEpi24M","SLEpi20M","AQC1cm","AQC4cm","AQC7cm","NP2","NP3","NP5","TRRsed1","TRRsed2","TRRsed3","TS28","TS29","Even1","Even2","Even3"
"270309",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,41,16,0,0,0,0,0
"554148",0,0,10,0,0,0,0,0,0,0,0,0,1,0,0,0,7,5,1,1,0,0,0,0,0,0
"272708",0,4,0,0,0,0,0,0,0,0,0,0,8,32,3,0,0,0,4,32,14,0,0,0,0,0
"156409",0,0,0,0,0,0,0,0,0,0,0,0,5,13,4,0,0,8,2,2,0,0,0,0,0,0
"330721",1,0,0,0,0,0,0,0,6,1,0,0,0,2,0,26,7,297,1,0,0,0,0,0,0,1
"313417",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,13,0,1,0,0,0,0,0,0
"228452",0,0,13,0,1,0,0,0,3,0,0,1,3,13,4,272,11,427,0,10,2,0,0,1,1,0
"410072",38,82,46,0,0,0,0,0,0,0,0,0,24,13,8,0,1,0,0,3,0,0,0,0,0,1
"553502",0,0,41,0,0,32,39,5,0,0,0,0,0,0,0,3,0,0,1,3,4,0,0,0,0,0
"243453",0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"240178",3,2,201,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2
"542020",12,11,191,0,0,5,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
"534888",10,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"237548",28,308,16,0,0,1,0,0,1,0,0,0,2,21,16,0,0,0,0,1,0,0,0,1,3,0
"582749",1,0,25,0,0,1,1,0,0,0,0,0,5,3,4,0,0,0,0,0,0,0,0,0,0,0
"578659",17,11,9,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
"250987",4,3,0,0,0,0,0,0,0,0,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,0
"336584",0,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"56545",0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"24260",4,5,59,0,0,0,4,0,0,0,0,0,15,16,7,0,0,0,0,0,0,0,0,0,0,0
"518645",0,6,0,0,0,7,5,0,0,0,0,0,0,1,2,0,0,0,1,5,0,0,0,0,0,0
"317641",7,2,7,0,0,0,2,0,0,6,311,373,231,240,212,0,0,0,0,9,2,0,2,2,1,0
"174445",9,49,209,0,0,0,0,0,0,0,0,0,30,28,20,0,0,1,0,0,0,0,0,0,0,0
"222364",17,86,45,0,0,1,39,0,0,1,1,3,37,21,11,0,0,0,1,5,2,0,0,0,0,0
"223441",15,209,111,0,0,0,0,1,0,0,1,2,60,77,71,4,0,0,0,0,0,0,0,1,2,0
"207124",6,36,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"215003",9,182,105,0,0,5,3,0,0,0,1,0,16,29,19,0,0,1,0,0,1,0,0,1,3,0
"256166",3,15,102,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"318902",63,32,425,0,0,0,0,1,0,2,0,0,1,1,7,0,0,0,0,0,0,0,0,0,1,0
"512041",237,399,473,0,0,2,2,6,1,0,9,1,50,81,60,1,1,1,1,0,0,0,0,2,2,2
"216128",81,184,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"217034",3,3,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"112066",0,21,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
"128216",7,44,1,0,0,0,7,0,0,0,1,0,37,5,1,0,0,0,2,2,0,0,0,0,0,0
"65457",0,2,12,0,0,0,6,0,0,0,0,0,19,4,10,0,0,0,0,1,0,0,0,0,0,0
"153998",0,9,12,0,0,1,6,0,0,0,0,0,40,17,17,0,0,0,0,0,0,0,0,0,1,0
"517156",4,63,21,0,0,0,15,0,0,0,0,1,18,1,1,0,0,0,1,0,0,0,0,1,0,0
"257150",1,4,19,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533436",78,89,72,0,0,0,31,5,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0
"593462",38,48,90,0,0,19,13,0,0,0,0,1,32,11,12,0,0,0,0,0,0,0,0,0,1,1
"261988",0,1,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"343298",51,17,10,0,0,0,2,9,1,0,0,0,3,3,0,0,0,0,0,1,0,0,0,1,0,0
"509223",3,17,3,0,0,0,7,0,0,0,0,0,4,1,1,0,0,0,2,0,0,0,0,0,0,0
"245241",3,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"63126",0,11,34,0,0,0,0,0,0,0,0,0,3,7,1,0,1,0,0,0,1,0,0,0,0,0
"253229",1,20,44,0,0,0,0,0,0,0,0,0,17,17,9,0,0,1,0,2,0,0,0,0,0,0
"244549",16,202,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"125157",7,23,60,0,0,0,0,0,0,0,4,1,28,94,57,0,0,2,0,0,0,0,0,2,0,1
"254262",14,418,45,0,0,0,18,0,0,0,0,1,5,29,15,0,0,0,0,0,0,0,0,0,1,0
"575662",4,17,165,0,0,0,0,0,1,0,9,0,32,96,52,0,0,0,0,0,0,0,0,1,0,0
"212039",0,10,7,0,0,0,0,0,0,0,3,0,3,12,2,1,0,0,0,0,0,0,0,0,0,0
"563192",4,13,2,0,0,1,0,0,0,0,0,1,15,26,31,0,0,0,0,0,0,0,0,0,0,0
"570504",22,45,2,0,0,0,3,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"271012",1,2,0,0,0,0,0,0,0,1,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"160171",0,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"572076",0,0,0,0,0,0,1,0,0,4,199,29,0,0,3,0,0,0,0,0,0,0,0,0,0,0
"270810",0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"588530",0,2,0,0,0,0,0,0,0,0,62,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"150770",0,0,0,0,0,0,0,0,0,0,6,48,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"161639",14,63,12,0,0,2,0,0,0,1,30,1,3,6,5,3,1,0,0,1,0,0,0,1,0,0
"550158",0,1,1,0,0,0,1,0,1,4,196,40,0,0,1,0,0,0,0,0,0,0,0,0,0,1
"550926",0,0,0,0,0,0,0,0,3,2,556,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"589088",0,0,3,0,1,0,0,0,7,48,3814,1,12,2,11,1,2,0,1,0,0,0,0,1,0,1
"310346",0,0,0,0,0,0,0,0,1,2,196,1,9,8,15,0,0,0,0,0,0,0,0,1,0,0
"325555",2,50,3,0,0,15,0,0,0,0,31,0,19,17,18,4,3,2,2,1,0,0,0,0,0,0
"563246",0,1,0,0,0,4,0,0,0,0,1,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0
"509624",7,41,62,0,0,3,4,4,1,0,5,1,85,171,105,1,6,0,3,8,1,0,0,4,0,0
"106504",0,0,0,0,0,0,0,0,0,3,64,27,1,0,0,0,0,0,0,0,0,0,0,1,0,0
"298250",0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,3,37,7,4,5,0,0,0,0,0,1
"276603",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5,318,64,23,9,1,0,0,0,0,0
"554927",0,1,0,0,0,0,1,0,0,0,0,0,7,16,13,0,0,0,0,0,0,0,0,1,0,0
"581081",0,0,0,0,0,0,0,0,0,0,0,0,33,51,37,0,1,0,0,0,0,0,0,0,0,0
"140384",0,0,0,0,0,0,0,0,1,0,0,0,16,35,13,8,93,21,1,0,0,0,0,0,0,0
"354357",0,2,6,0,0,0,0,0,0,0,2,1,54,125,78,0,0,1,1,0,0,0,1,1,0,0
"526161",4,23,33,0,0,0,6,4,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0
"236395",0,3,7,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
"282746",3,4,9,0,0,0,0,0,0,0,0,1,10,1,5,0,0,0,0,0,0,0,0,1,0,0
"113190",4,31,27,0,0,0,1,0,0,0,3,7,105,153,136,1,0,0,0,0,0,0,0,0,1,1
"221218",15,30,9,0,0,0,0,0,0,0,1,0,8,22,18,0,0,0,0,0,0,0,0,0,0,0
"161665",14,67,78,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
"245969",23,48,22,0,0,0,1,0,0,0,8,4,3,4,3,0,1,0,2,42,37,0,0,1,0,0
"161090",280,32,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"548077",24,32,169,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,0,0,0
"232306",2,10,96,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
"11398",42,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"229896",24,15,126,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
"160517",0,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"269564",0,6,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"156849",234,7,4,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"512880",12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"159923",3,13,0,0,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0
"113475",22,17,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"11396",57,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
"211564",30,23,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"263760",3,5,44,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"253790",0,7,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"539421",182,324,733,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,8,5,0,0,2,0,1
"256498",2,4,6,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
"529793",79,886,11,0,0,0,2,0,0,0,1,0,52,81,95,0,0,0,0,9,6,0,2,0,5,0
"84258",96,352,0,0,0,2,2,0,0,0,0,0,69,80,76,0,0,0,0,0,1,0,0,1,1,0
"562659",18,195,98,0,0,0,2,0,0,0,0,0,7,16,13,0,0,1,0,0,0,0,0,0,0,0
"236284",75,548,15,0,1,2,5,0,1,0,1,0,141,211,202,2,0,0,1,2,1,1,2,2,0,0
"279158",127,1005,3,1,0,0,0,0,0,0,0,0,4,18,19,0,0,0,0,0,0,0,0,0,1,0
"594448",26,294,2,0,0,0,1,0,1,0,1,1,9,16,18,0,0,0,0,0,0,0,0,0,1,0
"243610",32,190,2,0,0,0,0,0,0,0,0,0,1,8,9,0,0,0,0,1,3,0,0,0,0,0
"100157",3,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"255449",0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"223447",72,834,0,0,0,0,0,0,0,0,0,0,21,77,65,0,0,0,0,0,0,0,0,0,2,0
"348524",48,465,0,0,0,0,0,0,0,0,0,0,4,7,21,0,0,0,0,0,0,0,0,0,4,0
"580487",50,109,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,2,0
"534805",11,96,0,0,0,0,0,2,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,0,0
"559205",4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"350536",2,14,11,0,0,0,0,0,0,0,0,0,5,5,2,0,0,0,0,0,0,0,0,0,0,1
"156323",4,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"281116",86,775,0,0,0,2,0,0,1,0,0,0,5,21,14,0,0,0,0,0,1,0,0,0,1,0
"585361",1,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"48363",0,2,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"354168",0,5,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248375",4,118,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"577683",3,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55589",1,3,30,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"248619",0,1,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"215928",5,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"224718",0,204,4,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"574576",3,49,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
"128299",0,14,9,0,0,0,0,0,0,0,1,0,1,5,19,0,0,0,0,0,0,0,0,0,0,0
"247022",0,10,47,0,0,0,0,0,0,0,0,0,1,3,5,1,0,0,0,0,0,0,0,0,0,0
"555635",1,0,3,0,0,2,1,0,0,0,0,0,0,3,7,0,0,0,0,0,1,0,0,0,0,0
"137747",0,3,9,0,0,0,0,0,0,0,0,0,4,25,15,0,0,0,0,0,0,0,0,0,0,0
"512169",1,0,2,0,0,2,1,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0
"210792",20,424,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,0,1,3,0
"253573",0,49,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,1,0
"581739",5,10,67,0,0,0,2,1,0,0,0,1,22,37,51,1,0,0,0,0,1,0,1,0,0,1
"256950",0,1,0,0,0,0,0,0,0,0,0,0,2,13,14,1,0,0,0,0,1,0,0,1,0,0
"141216",96,25,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"591604",34,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"236303",256,9,0,0,1,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
"584134",847,80,2,0,0,0,4,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,5,1,0
"111386",275,78,1,0,0,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
"72811",927,68,1,0,0,0,2,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,0,2,1,0
"12029",4,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576085",30,23,2,0,0,2,6,1,0,0,0,0,0,0,0,0,0,0,1,9,5,0,0,0,0,0
"168232",4,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0
"104948",6,0,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"105867",0,0,5,0,0,0,1,0,0,0,1,0,5,4,7,0,0,0,0,0,0,0,0,0,0,0
"38367",2,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"246769",2,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0
"63691",0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
"89696",0,1,9,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0
"589503",46,31,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,8,6,0,0,0,0,0
"337753",4,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0
"108281",19,5,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"12151",40,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"243267",2,14,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
"249700",10,21,72,0,0,0,3,1,1,0,0,0,2,3,4,0,0,0,0,1,1,0,0,0,0,0
"340849",9,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"40820",24,28,29,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"181053",18,65,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0
"203722",3122,3251,7,0,4,1,40,0,5,0,2,0,4,15,31,0,2,3,0,2,3,5,0,26,19,1
"334140",63,37,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"136417",334,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0
"525863",534,37,0,0,1,0,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0
"250813",342,590,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,3,1
"246169",43,132,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0
"269352",14,81,665,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0
"526038",1,0,7,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"89337",288,26,200,0,0,0,3,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1
"535545",76,19,479,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4
"160968",0,56,4,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"214752",21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"214049",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0
"268513",13,5,36,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154705",0,0,1,0,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"154591",22,25,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"265971",9,38,1507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4
"12702",0,1,1,0,0,2,2,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"533172",0,1,6,0,0,0,1,0,0,1,32,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0
"104427",76,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"257287",3,0,21,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"91993",39,6,13,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"310095",12,11,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"588889",5,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"534213",20,21,316,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"85001",13,8,4,0,1,0,2,0,0,0,1,0,3,1,5,0,0,0,0,0,0,0,0,0,0,0
"54677",1,6,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37332",29,6,157,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"549001",21,139,43,0,0,16,11,6,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"542752",1,2,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,4,6,0,0,0,0,0
"13013",0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0
"59268",2,17,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,4,2,0,0,0,0,0
"572368",75,15,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"113711",72,15,801,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2
"555033",8,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"158633",21,147,221,0,0,9,31,19,0,0,0,0,0,1,2,0,0,0,1,6,3,0,0,0,2,0
"169832",1,3,5,0,0,3,4,14,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0
"12919",24,58,1506,0,1,12,5,2,3,0,0,0,1,0,0,1,0,0,0,1,5,1,0,0,0,3
"327290",4,132,292,0,0,3,130,3,3,0,2,0,0,0,1,0,0,0,1,4,1,0,0,1,2,2
"279920",20,90,492,0,0,9,38,10,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1
"533011",10,13,351,0,0,0,4,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
"31830",15,14,285,0,0,1,17,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2
"44587",18,21,200,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
"590285",97,159,50,0,1,0,28,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
"223819",17,46,2,0,0,0,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"66811",10,21,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"85863",1,1,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"175954",34,300,1904,1,0,19,80,46,0,0,1,2,3,2,4,1,0,0,0,4,0,0,0,1,0,1
"12913",1,2,55,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"216469",0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"238182",6,1,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"138207",0,25,138,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12926",6,287,189,0,0,7,258,8,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
"35860",7,132,30,0,0,1,103,2,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"518306",5,24,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"42025",9,2,63,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"133017",5,1,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"12988",27,241,987,0,0,29,56,13,0,0,2,0,2,0,0,0,1,0,2,3,2,0,0,1,1,1
"12989",385,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0
"12978",24,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"359454",12,7,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"261512",13,1,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"12980",42,22,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"12970",36,7,274,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"12984",0,3,5,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"57769",5,3,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"246206",0,2,20,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
"33829",2,97,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
"12979",2,91,1,0,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"552367",1,9,31,0,0,1,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"550105",21,6,3,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"238963",52,186,1708,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0,2,0,0,0,1,3,8
"240258",10,29,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1
"515421",7,17,498,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"114151",5,35,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200014",9,37,17,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"113935",4,38,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"576440",125,222,28,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
"244332",5,6,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"581811",26,99,223,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
"139950",114,530,28,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,2,0
"580850",7,6,165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
"357423",11,23,133,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"542118",4,1,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"236131",5,164,478,0,0,1,0,29,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,2
"255077",24,130,790,1,0,3,3,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,4,6
"161199",1,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"369289",45,85,26,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,4,1
"43093",12,34,361,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
